Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT232872,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,158,GenBank,partial,,,"Karbalaie Niya,M.H., Laali,A., Zamani,F., Esghaei,M., Tabibzadeh,A., Safarnezhad Tameshkel,F., Jamshidi Makiani,M., Ghanbari,B., Emadi,Y., Sohrabi,M.R., Ranjbar,M., Savaj,S., Rezaie,N., Ajdarkosh,H., Keyvani,H., Khoonsari,M., Roham,M., Ameli,M., Nikkhah,M., Faraji,A., Panahi,M., Khaleghparast,S., Yadollahzadeh,M.",,Iran,Homo sapiens,oronasopharynx,2020-02-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/MHKN-2/2020 surface glycoprotein (S) gene, partial cds"
MT233522,2020-03-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Bracho,M.A., D'Auria,G., Gimeno,C., Ocete,M.D., De Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,,2020-03-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia7/2020, complete genome"
MT226610,2020-03-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29899,GenBank,complete,,,"Xu,X., Liao,Y., Wang,L., Zhou,X., Xie,Z., Chen,H., Fan,S., Liu,L., Zheng,H., Jiang,G., Li,Q.",,China,Homo sapiens,oronasopharynx,2020-01-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/KMS1/2020, complete genome"
MT198651,2020-03-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29611,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,oronasopharynx,2020-03-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia002/2020, partial genome"
MT198652,2020-03-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,complete,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,lung,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia003/2020, complete genome"
MT198653,2020-03-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29611,GenBank,partial,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain: Valencia,Homo sapiens,oronasopharynx,2020-03-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia001/2020, partial genome"
MT192773,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29890,GenBank,complete,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam: Ho Chi Minh city,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-02S/2020, complete genome"
MT192765,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29829,GenBank,complete,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,"USA: CA, San Diego County",Homo sapiens,,2020-03-11,SAMN14380341,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PC00101P/2020, complete genome"
MT192772,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam: Ho Chi Minh city,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-01S/2020, complete genome"
MT192759,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29862,GenBank,complete,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-01/2020, complete genome"
MT192758,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,440,GenBank,partial,,,"Scano,A., Fais,S., Loddo,M., Palmieri,G., Scioscia,R., Delrio,C.M.C., Coghe,F., Orru,G.",,Italy: Cagliari,Homo sapiens,oronasopharynx,2020-03-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/MBS-Cagliari-2/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT188340,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29845,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: MN,Homo sapiens,,2020-03-07,,"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN2-MDH2/2020, complete genome"
MT188339,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29783,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: MN,Homo sapiens,,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN3-MDH3/2020, complete genome"
MT188341,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29835,GenBank,complete,,,"Plumb,M., Garfin,J., Wang,X.",,USA: MN,Homo sapiens,,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN1-MDH1/2020, complete genome"
MT187977,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,406,GenBank,partial,,,"Scano,A., Fais,S., Loddo,M., Palmieri,G., Scioscia,R., Del Rio,N.M.C., Coghe,F., Orru,G.",,Italy: Cagliari,Homo sapiens,oronasopharynx,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/MBS-Cagliari-1/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186676,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,363,GenBank,partial,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran: Tehran,Homo sapiens,,2020-03-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/1337/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186678,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,363,GenBank,partial,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran: Tehran,Homo sapiens,,2020-02-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/25Aq/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186679,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,363,GenBank,partial,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran: Tehran,Homo sapiens,,2020-03-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/1319/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186681,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,363,GenBank,partial,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran: Tehran,Homo sapiens,,2020-02-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/15AW/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186680,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,363,GenBank,partial,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-17,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/257182/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186682,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,363,GenBank,partial,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran: Tehran,Homo sapiens,,2020-02-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/9BE/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT186677,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,363,GenBank,partial,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran: Qum,Homo sapiens,,2020-02-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/255194/2020 nucleocapsid phosphoprotein (N) gene, partial cds"
MT184908,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29880,GenBank,complete,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-21/2020, complete genome"
MT184909,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-22/2020, complete genome"
MT184910,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-23/2020, complete genome"
MT184907,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Queen,K., Paden,C.R., Uehara,A., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-19/2020, complete genome"
MT184911,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-24/2020, complete genome"
MT184913,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-26/2020, complete genome"
MT184912,2020-03-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Uehara,A., Tao,Y., Paden,C.R., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-25/2020, complete genome"
MT163719,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA7-UW4/2020, complete genome"
MT163712,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,87,GenBank,partial,,,"Hamedi Asl,D., Soleimani,M., Mirzapour,M., Shabadori,A., Kamali,M.",,Iran,Homo sapiens,,2020-02-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/mehr1/2020 ORF1ab polyprotein, 3'-to-5' exonuclease region, gene, partial cds"
MT163714,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,399,GenBank,partial,,,"Kumar,P., Dhar,M., Vashistha,H., Singh,P., Sharma,U., Singh,S., Saini,N., Lall,H., Bala,M., Singh,S.K., Rakshit,P.",,India,Homo sapiens,,2020-02-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/341/2020 nucleocapsid protein (N) gene, partial cds"
MT163715,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,264,GenBank,partial,,,"Kumar,P., Dhar,M., Vashistha,H., Singh,P., Sharma,U., Singh,S., Saini,N., Lall,H., Bala,M., Singh,S.K., Rakshit,P.",,India,Homo sapiens,,2020-02-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/341/2020 nucleocapsid protein (N) gene, partial cds"
MT163716,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-02-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA3-UW1/2020, complete genome"
MT163737,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,322,GenBank,partial,,,"Karbalaie Niya,M.H., Laali,A., Tabibzadeh,A., Safarnezhad Tameshkel,F., Zamani,F., Sohrabi,M.R., Ranjbar,M., Savaj,S., Rezaie,N., Ajdarkosh,H., Keyvani,H., Khoonsari,M., Ameli,M., Nikkhah,M., Ghanbari,B., Faraji,A., Jamshidi Makiani,M., Roham,M.",,Iran,Homo sapiens,oronasopharynx,2020-02-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/MHKN-2/2020 ORF1ab polyprotein gene, partial cds"
MT163738,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,322,GenBank,partial,,,"Karbalaie Niya,M.H., Laali,A., Tabibzadeh,A., Safarnezhad Tameshkel,F., Zamani,F., Sohrabi,M.R., Ranjbar,M., Savaj,S., Rezaie,N., Ajdarkosh,H., Keyvani,H., Khoonsari,M., Ameli,M., Nikkhah,M., Ghanbari,B., Faraji,A., Jamshidi Makiani,M., Roham,M.",,Iran,Homo sapiens,oronasopharynx,2020-02-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/MHKN-4/2020 ORF1ab polyprotein gene, partial cds"
MT163717,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29897,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-02-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA4-UW2/2020, complete genome"
MT163718,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-02-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA6-UW3/2020, complete genome"
MT163720,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29732,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA8-UW5/2020, partial genome"
MT163721,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29325,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA9-UW6/2020, partial genome"
MT159705,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-7/2020, complete genome"
MT159722,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Uehara,A., Tao,Y., Paden,C.R., Queen,K., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-21,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-6/2020, complete genome"
MT159710,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-9/2020, complete genome"
MT159715,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-17/2020, complete genome"
MT159716,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29867,GenBank,complete,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-24,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-18/2020, complete genome"
MT159711,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-20,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-13/2020, complete genome"
MT159712,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-25,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-14/2020, complete genome"
MT159717,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Uehara,A., Tao,Y., Paden,C.R., Queen,K., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-17,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-1/2020, complete genome"
MT159719,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Uehara,A., Tao,Y., Paden,C.R., Queen,K., Zhang,J., Li,Y., Keckler,M.S., Laufer Halpin,A.S., Wang,H., Padilla,J., Lee,J., Elkins,C.A., Gerber,S.I., Tong,S.",,USA,Homo sapiens,oronasopharynx,2020-02-18,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-3/2020, complete genome"
